crop_mgt,mon_1,day_1,mon_2,day_2,operation,op_data1,op_data2,op_data3
covcrop_SUNF,NA,NA,NA,NA,skip,NA,NA,NA
covcrop_SUNF,4,7,4,21,fertilizer,elem_n,broadcast,80
covcrop_SUNF,4,8,4,22,tillage,cultiv25,NA,NA
covcrop_SUNF,4,9,4,23,tillage,spiketth,NA,NA
covcrop_SUNF,4,11,4,25,fertilizer,elem_n,broadcast,30
covcrop_SUNF,4,11,4,25,fertilizer,elem_p,broadcast,13
covcrop_SUNF,4,11,4,25,plant,sunf100,NA,NA
covcrop_SUNF,9,16,9,30,harvest_only,sunf100,grain,NA
covcrop_SUNF,9,16,9,30,kill_only,sunf100,NA,NA
covcrop_SUNF,9,16,9,30,tillage,pwrmulch,NA,NA
covcrop_SUNF,10,1,10,8,tillage,flpl_30,NA,NA
CANP_unploughed,8,25,9,9,tillage,cultiv25,NA,NA
CANP_unploughed,8,25,9,9,tillage,spiketth,NA,NA
CANP_unploughed,8,25,9,9,plant,canp140,NA,
CANP_unploughed,NA,NA,NA,NA,skip,NA,NA,NA
CANP_unploughed,2,16,3,2,fertilizer,elem_n,broadcast,54
CANP_unploughed,4,5,4,19,fertilizer,elem_n,broadcast,80
CANP_unploughed,7,1,7,15,harvest_only,canp140,grain,NA
CANP_unploughed,7,1,7,15,kill_only,canp140,NA,NA
CANP_unploughed,8,1,8,15,tillage,cultiv25,NA,NA
CANP_unploughed,9,1,9,15,tillage,riprsubs ,NA,NA
SUNF_unploughed,NA,NA,NA,NA,skip,NA,NA,NA
SUNF_unploughed,3,18,4,2,tillage,leveler,NA,NA
SUNF_unploughed,4,7,4,21,fertilizer,elem_n,broadcast,80
SUNF_unploughed,4,8,4,22,tillage,cultiv25,NA,NA
SUNF_unploughed,4,9,4,23,tillage,spiketth,NA,NA
SUNF_unploughed,4,11,4,25,fertilizer,elem_n,broadcast,30
SUNF_unploughed,4,11,4,25,fertilizer,elem_p,broadcast,13
SUNF_unploughed,4,11,4,25,plant,sunf100,NA,NA
SUNF_unploughed,9,16,9,30,harvest_only,sunf100,grain,NA
SUNF_unploughed,9,16,9,30,kill_only,sunf100,NA,NA
SUNF_unploughed,9,16,9,30,tillage,pwrmulch,NA,NA
SUNF_unploughed,10,1,10,8,tillage,riprsubs ,NA,NA
CSIL_extra_early,NA,NA,NA,NA,skip,NA,NA,NA
CSIL_extra_early,2,20,3,5,tillage,harrow5,NA,NA
CSIL_extra_early,2,20,3,5,fertilizer,elem_n,broadcast,115
CSIL_extra_early,3,5,3,19,tillage,spiketth,NA,NA
CSIL_extra_early,3,20,3,30,plant,corn130,NA,NA
CSIL_extra_early,10,26,11,10,harvest_only,corn130,grain,NA
CSIL_extra_early,10,26,11,10,kill_only,corn130,NA,NA
CSIL_extra_early,11,11,11,26,tillage,flpl_30,NA,NA
WWHT_early,9,15,9,30,fertilizer,elem_n,broadcast,16
WWHT_early,9,15,9,30,fertilizer,elem_p,broadcast,21
WWHT_early,9,15,9,30,tillage,spiketth,NA,NA
WWHT_early,9,15,9,30,plant,wwht160,NA,NA
WWHT_early,NA,NA,NA,NA,skip,NA,NA,NA
WWHT_early,2,16,3,2,fertilizer,elem_n,broadcast,80
WWHT_early,4,10,4,24,fertilizer,elem_n,broadcast,54
WWHT_early,7,25,8,9,harvest_only,wwht160,grain,NA
WWHT_early,7,25,8,9,kill_only,wwht160,NA,NA
WWHT_early,8,10,8,24,tillage,cultiv25,NA,NA
WWHT_early,8,10,8,24,tillage,riprsubs,NA,NA
WWHT_manure,10,8,10,22,fertilizer,elem_n,broadcast,16
WWHT_manure,10,8,10,22,fertilizer,elem_p,broadcast,21
WWHT_manure,10,8,10,22,tillage,spiketth,NA,NA
WWHT_manure,10,9,10,23,plant,wwht160,NA,NA
WWHT_manure,NA,NA,NA,NA,skip,NA,NA,NA
WWHT_manure,2,16,3,2,fertilizer,elem_n,broadcast,80
WWHT_manure,4,10,4,24,fertilizer,elem_n,broadcast,54
WWHT_manure,7,25,8,9,harvest_only,wwht160,grain,NA
WWHT_manure,7,25,8,9,kill_only,wwht160,NA,NA
WWHT_manure,8,10,8,24,tillage,cultiv25,NA,NA
WWHT_manure,8,25,9,10,fertilizer,broil_fr,aerial_solid,4000
WWHT_manure,9,10,9,24,tillage,riprsubs,NA,NA
covcrop_CSIL_unploughed,NA,NA,NA,NA,skip,NA,NA,NA
covcrop_CSIL_unploughed,8,5,9,5,tillage,harrow5,NA,NA
covcrop_CSIL_unploughed,8,6,9,6,plant,radi,NA,NA
covcrop_CSIL_unploughed,11,1,11,15,harvest_only,radi,grass_mulch,NA
covcrop_CSIL_unploughed,11,1,11,15,kill_only,radi,NA,NA
covcrop_CSIL_unploughed,NA,NA,NA,NA,skip,NA,NA,NA
covcrop_CSIL_unploughed,4,20,5,4,fertilizer,elem_n,broadcast,115
covcrop_CSIL_unploughed,4,30,5,14,tillage,spiketth,NA,NA
covcrop_CSIL_unploughed,5,5,5,19,plant,corn120,NA,NA
covcrop_CSIL_unploughed,10,26,11,10,harvest_only,corn120,grain,NA
covcrop_CSIL_unploughed,10,26,11,10,kill_only,corn120,NA,NA
covcrop_CSIL_unploughed,11,11,11,26,tillage,riprsubs ,NA,NA
covcrop_SUNF_unploughed,NA,NA,NA,NA,skip,NA,NA,NA
covcrop_SUNF_unploughed,8,5,9,5,tillage,harrow5,NA,NA
covcrop_SUNF_unploughed,8,6,9,6,plant,radi,NA,NA
covcrop_SUNF_unploughed,11,1,11,15,harvest_only,radi,grass_mulch,NA
covcrop_SUNF_unploughed,11,1,11,15,kill_only,radi,NA,NA
covcrop_SUNF_unploughed,NA,NA,NA,NA,skip,NA,NA,NA
covcrop_SUNF_unploughed,4,7,4,21,fertilizer,elem_n,broadcast,80
covcrop_SUNF_unploughed,4,8,4,22,tillage,cultiv25,NA,NA
covcrop_SUNF_unploughed,4,9,4,23,tillage,spiketth,NA,NA
covcrop_SUNF_unploughed,4,11,4,25,fertilizer,elem_n,broadcast,30
covcrop_SUNF_unploughed,4,11,4,25,fertilizer,elem_p,broadcast,13
covcrop_SUNF_unploughed,4,11,4,25,plant,sunf100,NA,NA
covcrop_SUNF_unploughed,9,16,9,30,harvest_only,sunf100,grain,NA
covcrop_SUNF_unploughed,9,16,9,30,kill_only,sunf100,NA,NA
covcrop_SUNF_unploughed,9,16,9,30,tillage,pwrmulch,NA,NA
covcrop_SUNF_unploughed,10,1,10,8,tillage,riprsubs,NA,NA
ALFA_0.5yr,8,2,8,16,tillage,cultiv25,NA,NA
ALFA_0.5yr,8,15,8,29,fertilizer,elem_p,broadcast,20
ALFA_0.5yr,8,15,8,29,tillage,spiketth,NA,NA
ALFA_0.5yr,8,15,8,29,plant,alfa,NA,NA
ALFA_0.5yr,8,25,9,9,fertilizer,elem_n,broadcast,30
ALFA_0.5yr,NA,NA,NA,NA,skip,NA,NA,NA
ALFA_0.5yr,3,1,3,15,harvest_only,alfa,hay_cut_low,NA
ALFA_0.5yr,3,1,3,15,kill_only,alfa,NA,NA
ALFA_0.5yr,3,1,3,15,tillage,flpl_30,NA,NA
ALFA_1.0yr,8,2,8,16,tillage,cultiv25,NA,NA
ALFA_1.0yr,8,15,8,29,fertilizer,elem_p,broadcast,20
ALFA_1.0yr,8,15,8,29,tillage,spiketth,NA,NA
ALFA_1.0yr,8,15,8,29,plant,alfa,NA,NA
ALFA_1.0yr,8,25,9,9,fertilizer,elem_n,broadcast,30
ALFA_1.0yr,NA,NA,NA,NA,skip,NA,NA,NA
ALFA_1.0yr,5,1,5,15,harvest_only,alfa,hay_cut_low,NA
ALFA_1.0yr,6,15,6,30,harvest_only,alfa,hay_cut_low,NA
ALFA_1.0yr,8,15,8,30,harvest_only,alfa,hay_cut_low,NA
ALFA_1.0yr,9,1,9,15,kill_only,alfa,NA,NA
ALFA_1.0yr,9,1,9,15,tillage,flpl_30,NA,NA
ALFA_1.5yr,8,2,8,16,tillage,cultiv25,NA,NA
ALFA_1.5yr,8,15,8,29,fertilizer,elem_p,broadcast,20
ALFA_1.5yr,8,15,8,29,tillage,spiketth,NA,NA
ALFA_1.5yr,8,15,8,29,plant,alfa,NA,NA
ALFA_1.5yr,8,25,9,9,fertilizer,elem_n,broadcast,30
ALFA_1.5yr,NA,NA,NA,NA,skip,NA,NA,NA
ALFA_1.5yr,5,1,5,15,harvest_only,alfa,hay_cut_low,NA
ALFA_1.5yr,6,15,6,30,harvest_only,alfa,hay_cut_low,NA
ALFA_1.5yr,8,15,8,30,harvest_only,alfa,hay_cut_low,NA
ALFA_1.5yr,NA,NA,NA,NA,skip,NA,NA,NA
ALFA_1.5yr,3,1,3,15,harvest_only,alfa,hay_cut_low,NA
ALFA_1.5yr,3,1,3,15,kill_only,alfa,NA,NA
ALFA_1.5yr,3,1,3,15,tillage,flpl_30,NA,NA
ALFA_2.0yr,8,2,8,16,tillage,cultiv25,NA,NA
ALFA_2.0yr,8,15,8,29,fertilizer,elem_p,broadcast,20
ALFA_2.0yr,8,15,8,29,tillage,spiketth,NA,NA
ALFA_2.0yr,8,15,8,29,plant,alfa,NA,NA
ALFA_2.0yr,8,25,9,9,fertilizer,elem_n,broadcast,30
ALFA_2.0yr,NA,NA,NA,NA,skip,NA,NA,NA
ALFA_2.0yr,5,1,5,15,harvest_only,alfa,hay_cut_low,NA
ALFA_2.0yr,6,15,6,30,harvest_only,alfa,hay_cut_low,NA
ALFA_2.0yr,8,15,8,30,harvest_only,alfa,hay_cut_low,NA
ALFA_2.0yr,NA,NA,NA,NA,skip,NA,NA,NA
ALFA_2.0yr,5,1,5,15,harvest_only,alfa,hay_cut_low,NA
ALFA_2.0yr,6,15,6,30,harvest_only,alfa,hay_cut_low,NA
ALFA_2.0yr,8,15,8,30,harvest_only,alfa,hay_cut_low,NA
ALFA_2.0yr,9,1,9,15,kill_only,alfa,NA,NA
ALFA_2.0yr,9,1,9,15,tillage,flpl_30,NA,NA
ALFA_2.5yr,8,2,8,16,tillage,cultiv25,NA,NA
ALFA_2.5yr,8,15,8,29,fertilizer,elem_p,broadcast,20
ALFA_2.5yr,8,15,8,29,tillage,spiketth,NA,NA
ALFA_2.5yr,8,15,8,29,plant,alfa,NA,NA
ALFA_2.5yr,8,25,9,9,fertilizer,elem_n,broadcast,30
ALFA_2.5yr,NA,NA,NA,NA,skip,NA,NA,NA
ALFA_2.5yr,5,1,5,15,harvest_only,alfa,hay_cut_low,NA
ALFA_2.5yr,6,15,6,30,harvest_only,alfa,hay_cut_low,NA
ALFA_2.5yr,8,15,8,30,harvest_only,alfa,hay_cut_low,NA
ALFA_2.5yr,NA,NA,NA,NA,skip,NA,NA,NA
ALFA_2.5yr,5,1,5,15,harvest_only,alfa,hay_cut_low,NA
ALFA_2.5yr,6,15,6,30,harvest_only,alfa,hay_cut_low,NA
ALFA_2.5yr,8,15,8,30,harvest_only,alfa,hay_cut_low,NA
ALFA_2.5yr,3,1,3,15,tillage,flpl_30,NA,NA
ALFA_2.5yr,NA,NA,NA,NA,skip,NA,NA,NA
ALFA_2.5yr,3,1,3,15,harvest_only,alfa,hay_cut_low,NA
ALFA_2.5yr,3,1,3,15,kill_only,alfa,NA,NA
ALFA_3.0yr,8,2,8,16,tillage,cultiv25,NA,NA
ALFA_3.0yr,8,15,8,29,fertilizer,elem_p,broadcast,20
ALFA_3.0yr,8,15,8,29,tillage,spiketth,NA,NA
ALFA_3.0yr,8,15,8,29,plant,alfa,NA,NA
ALFA_3.0yr,8,25,9,9,fertilizer,elem_n,broadcast,30
ALFA_3.0yr,NA,NA,NA,NA,skip,NA,NA,NA
ALFA_3.0yr,5,1,5,15,harvest_only,alfa,hay_cut_low,NA
ALFA_3.0yr,6,15,6,30,harvest_only,alfa,hay_cut_low,NA
ALFA_3.0yr,8,15,8,30,harvest_only,alfa,hay_cut_low,NA
ALFA_3.0yr,NA,NA,NA,NA,skip,NA,NA,NA
ALFA_3.0yr,5,1,5,15,harvest_only,alfa,hay_cut_low,NA
ALFA_3.0yr,6,15,6,30,harvest_only,alfa,hay_cut_low,NA
ALFA_3.0yr,8,15,8,30,harvest_only,alfa,hay_cut_low,NA
ALFA_3.0yr,NA,NA,NA,NA,skip,NA,NA,NA
ALFA_3.0yr,5,1,5,15,harvest_only,alfa,hay_cut_low,NA
ALFA_3.0yr,6,15,6,30,harvest_only,alfa,hay_cut_low,NA
ALFA_3.0yr,8,15,8,30,harvest_only,alfa,hay_cut_low,NA
ALFA_3.0yr,9,1,9,15,kill_only,alfa,NA,NA
ALFA_3.0yr,9,1,9,15,tillage,flpl_30,NA,NA
ALFA_3.5yr,8,2,8,16,tillage,cultiv25,NA,NA
ALFA_3.5yr,8,15,8,29,fertilizer,elem_p,broadcast,20
ALFA_3.5yr,8,15,8,29,tillage,spiketth,NA,NA
ALFA_3.5yr,8,15,8,29,plant,alfa,NA,NA
ALFA_3.5yr,8,25,9,9,fertilizer,elem_n,broadcast,30
ALFA_3.5yr,NA,NA,NA,NA,skip,NA,NA,NA
ALFA_3.5yr,5,1,5,15,harvest_only,alfa,hay_cut_low,NA
ALFA_3.5yr,6,15,6,30,harvest_only,alfa,hay_cut_low,NA
ALFA_3.5yr,8,15,8,30,harvest_only,alfa,hay_cut_low,NA
ALFA_3.5yr,NA,NA,NA,NA,skip,NA,NA,NA
ALFA_3.5yr,5,1,5,15,harvest_only,alfa,hay_cut_low,NA
ALFA_3.5yr,6,15,6,30,harvest_only,alfa,hay_cut_low,NA
ALFA_3.5yr,8,15,8,30,harvest_only,alfa,hay_cut_low,NA
ALFA_3.5yr,NA,NA,NA,NA,skip,NA,NA,NA
ALFA_3.5yr,5,1,5,15,harvest_only,alfa,hay_cut_low,NA
ALFA_3.5yr,6,15,6,30,harvest_only,alfa,hay_cut_low,NA
ALFA_3.5yr,8,15,8,30,harvest_only,alfa,hay_cut_low,NA
ALFA_3.5yr,NA,NA,NA,NA,skip,NA,NA,NA
ALFA_3.5yr,3,1,3,15,harvest_only,alfa,hay_cut_low,NA
ALFA_3.5yr,3,1,3,15,kill_only,alfa,NA,NA
ALFA_3.5yr,3,1,3,15,tillage,flpl_30,NA,NA
ALFA_4.0yr,8,2,8,16,tillage,cultiv25,NA,NA
ALFA_4.0yr,8,15,8,29,fertilizer,elem_p,broadcast,20
ALFA_4.0yr,8,15,8,29,tillage,spiketth,NA,NA
ALFA_4.0yr,8,15,8,29,plant,alfa,NA,NA
ALFA_4.0yr,8,25,9,9,fertilizer,elem_n,broadcast,30
ALFA_4.0yr,NA,NA,NA,NA,skip,NA,NA,NA
ALFA_4.0yr,5,1,5,15,harvest_only,alfa,hay_cut_low,NA
ALFA_4.0yr,6,15,6,30,harvest_only,alfa,hay_cut_low,NA
ALFA_4.0yr,8,15,8,30,harvest_only,alfa,hay_cut_low,NA
ALFA_4.0yr,NA,NA,NA,NA,skip,NA,NA,NA
ALFA_4.0yr,5,1,5,15,harvest_only,alfa,hay_cut_low,NA
ALFA_4.0yr,6,15,6,30,harvest_only,alfa,hay_cut_low,NA
ALFA_4.0yr,8,15,8,30,harvest_only,alfa,hay_cut_low,NA
ALFA_4.0yr,NA,NA,NA,NA,skip,NA,NA,NA
ALFA_4.0yr,5,1,5,15,harvest_only,alfa,hay_cut_low,NA
ALFA_4.0yr,6,15,6,30,harvest_only,alfa,hay_cut_low,NA
ALFA_4.0yr,8,15,8,30,harvest_only,alfa,hay_cut_low,NA
ALFA_4.0yr,NA,NA,NA,NA,skip,NA,NA,NA
ALFA_4.0yr,5,1,5,15,harvest_only,alfa,hay_cut_low,NA
ALFA_4.0yr,6,15,6,30,harvest_only,alfa,hay_cut_low,NA
ALFA_4.0yr,8,15,8,30,harvest_only,alfa,hay_cut_low,NA
ALFA_4.0yr,9,1,9,15,kill_only,alfa,NA,NA
ALFA_4.0yr,9,1,9,15,tillage,flpl_30,NA,NA
ALFA_4.5yr,8,2,8,16,tillage,cultiv25,NA,NA
ALFA_4.5yr,8,15,8,29,fertilizer,elem_p,broadcast,20
ALFA_4.5yr,8,15,8,29,tillage,spiketth,NA,NA
ALFA_4.5yr,8,15,8,29,plant,alfa,NA,NA
ALFA_4.5yr,8,25,9,9,fertilizer,elem_n,broadcast,30
ALFA_4.5yr,NA,NA,NA,NA,skip,NA,NA,NA
ALFA_4.5yr,5,1,5,15,harvest_only,alfa,hay_cut_low,NA
ALFA_4.5yr,6,15,6,30,harvest_only,alfa,hay_cut_low,NA
ALFA_4.5yr,8,15,8,30,harvest_only,alfa,hay_cut_low,NA
ALFA_4.5yr,NA,NA,NA,NA,skip,NA,NA,NA
ALFA_4.5yr,5,1,5,15,harvest_only,alfa,hay_cut_low,NA
ALFA_4.5yr,6,15,6,30,harvest_only,alfa,hay_cut_low,NA
ALFA_4.5yr,8,15,8,30,harvest_only,alfa,hay_cut_low,NA
ALFA_4.5yr,NA,NA,NA,NA,skip,NA,NA,NA
ALFA_4.5yr,5,1,5,15,harvest_only,alfa,hay_cut_low,NA
ALFA_4.5yr,6,15,6,30,harvest_only,alfa,hay_cut_low,NA
ALFA_4.5yr,8,15,8,30,harvest_only,alfa,hay_cut_low,NA
ALFA_4.5yr,NA,NA,NA,NA,skip,NA,NA,NA
ALFA_4.5yr,5,1,5,15,harvest_only,alfa,hay_cut_low,NA
ALFA_4.5yr,6,15,6,30,harvest_only,alfa,hay_cut_low,NA
ALFA_4.5yr,8,15,8,30,harvest_only,alfa,hay_cut_low,NA
ALFA_4.5yr,NA,NA,NA,NA,skip,NA,NA,NA
ALFA_4.5yr,3,1,3,15,harvest_only,alfa,hay_cut_low,NA
ALFA_4.5yr,3,1,3,15,kill_only,alfa,NA,NA
ALFA_4.5yr,3,1,3,15,tillage,flpl_30,NA,NA
ALFA_5.0yr,8,2,8,16,tillage,cultiv25,NA,NA
ALFA_5.0yr,8,15,8,29,fertilizer,elem_p,broadcast,20
ALFA_5.0yr,8,15,8,29,tillage,spiketth,NA,NA
ALFA_5.0yr,8,15,8,29,plant,alfa,NA,NA
ALFA_5.0yr,8,25,9,9,fertilizer,elem_n,broadcast,30
ALFA_5.0yr,NA,NA,NA,NA,skip,NA,NA,NA
ALFA_5.0yr,5,1,5,15,harvest_only,alfa,hay_cut_low,NA
ALFA_5.0yr,6,15,6,30,harvest_only,alfa,hay_cut_low,NA
ALFA_5.0yr,8,15,8,30,harvest_only,alfa,hay_cut_low,NA
ALFA_5.0yr,NA,NA,NA,NA,skip,NA,NA,NA
ALFA_5.0yr,5,1,5,15,harvest_only,alfa,hay_cut_low,NA
ALFA_5.0yr,6,15,6,30,harvest_only,alfa,hay_cut_low,NA
ALFA_5.0yr,8,15,8,30,harvest_only,alfa,hay_cut_low,NA
ALFA_5.0yr,NA,NA,NA,NA,skip,NA,NA,NA
ALFA_5.0yr,5,1,5,15,harvest_only,alfa,hay_cut_low,NA
ALFA_5.0yr,6,15,6,30,harvest_only,alfa,hay_cut_low,NA
ALFA_5.0yr,8,15,8,30,harvest_only,alfa,hay_cut_low,NA
ALFA_5.0yr,NA,NA,NA,NA,skip,NA,NA,NA
ALFA_5.0yr,5,1,5,15,harvest_only,alfa,hay_cut_low,NA
ALFA_5.0yr,6,15,6,30,harvest_only,alfa,hay_cut_low,NA
ALFA_5.0yr,8,15,8,30,harvest_only,alfa,hay_cut_low,NA
ALFA_5.0yr,NA,NA,NA,NA,skip,NA,NA,NA
ALFA_5.0yr,5,1,5,15,harvest_only,alfa,hay_cut_low,NA
ALFA_5.0yr,6,15,6,30,harvest_only,alfa,hay_cut_low,NA
ALFA_5.0yr,8,15,8,30,harvest_only,alfa,hay_cut_low,NA
ALFA_5.0yr,9,1,9,15,kill_only,alfa,NA,NA
ALFA_5.0yr,9,1,9,15,tillage,flpl_30,NA,NA
